Skill,Employees_Missing,Severity
Intuit Lacerte,93,MEDIUM
Credit fraud detection software,93,MEDIUM
Xactly Compel,93,MEDIUM
FastCAM,93,MEDIUM
DaVinci Resolve,93,MEDIUM
ToadSoft Toad,93,MEDIUM
Oracle Application Express APEX,93,MEDIUM
Block diagram software,93,MEDIUM
Oracle Learning Management,93,MEDIUM
SKM Systems Analysis Power Tools,93,MEDIUM
Maptek Vulcan,93,MEDIUM
Transcend Technologies Group benefitsCONNECT,93,MEDIUM
Computer Associates ArcServ Backup,93,MEDIUM
Coordinate geometry COGO software,93,MEDIUM
Bentley GeoPak Bridge,93,MEDIUM
Network documentation software,93,MEDIUM
Merlin Information Services databases,93,MEDIUM
MICROS Systems HSI Profits Series,93,MEDIUM
ITT Visual Information Solutions ENVI,93,MEDIUM
Nslookup,93,MEDIUM
H&R Block Tax,93,MEDIUM
HP WebInspect,93,MEDIUM
Library of Congress E-resources Online Catalog,93,MEDIUM
SureQuest Systems Square 1,93,MEDIUM
Virtual network computing VNC software,93,MEDIUM
Debugview,93,MEDIUM
Diameter,93,MEDIUM
Non uniform rational b-splines NURBS software,93,MEDIUM
Medicaid management information system MMIS,93,MEDIUM
Database cloning software,93,MEDIUM
Creative Research Systems The Survey System,93,MEDIUM
Experian software,93,MEDIUM
Clayton Wallis CompGeo Online Professional Forecast Library,93,MEDIUM
Network intrusion detection software,93,MEDIUM
SunGard MicroHedge,93,MEDIUM
Palisade @Risk,93,MEDIUM
Basis BBx VisualPRO/5,93,MEDIUM
Mentor Graphics Xpedition xDX Designer,93,MEDIUM
REST Assured,93,MEDIUM
ACL Business Assurance Analytics,93,MEDIUM
Quest Central,93,MEDIUM
RSS,93,MEDIUM
CYMA IV Accounting for Windows,93,MEDIUM
PQ Systems SQCpack,93,MEDIUM
Quadralay WebWorks ePublisher,93,MEDIUM
Imagine Software Imagine Trading System,93,MEDIUM
K2 Business Process Automation,93,MEDIUM
CaseWare International IDEA,93,MEDIUM
Google Android,93,MEDIUM
EnergyPlus,93,MEDIUM
Workscape Outsourced Employee Benefits Administration,93,MEDIUM
Client assessment software,93,MEDIUM
The Mathworks Embedded Coder,93,MEDIUM
IBM Rational Robot,93,MEDIUM
Disaster recovery software,93,MEDIUM
InteProc Material Requirements Planning,93,MEDIUM
Web-based trading systems,93,MEDIUM
Systems integration software,93,MEDIUM
IBM iSeries Access,93,MEDIUM
Conformance and validation testing software,93,MEDIUM
Code profilers,93,MEDIUM
Packet analysis software,93,MEDIUM
Command interpreters,93,MEDIUM
Network and component performance analysis software,93,MEDIUM
iRealty Manager,93,MEDIUM
Internet Protocol Security IPSEC,93,MEDIUM
Allscripts PM,93,MEDIUM
Automatic test program generation ATPG,93,MEDIUM
Integration testing software,93,MEDIUM
Intrusion detection system IDS,93,MEDIUM
OpenVAS,93,MEDIUM
Document Object Model DOM Scripting,93,MEDIUM
PhantomJS,93,MEDIUM
Secure web gateway software,93,MEDIUM
Axure RP,93,MEDIUM
Integrated circuit simulation software,93,MEDIUM
System and data disaster recovery software,93,MEDIUM
Sage HandiSoft HandiLedger,93,MEDIUM
Psychrometric chart software,93,MEDIUM
EasyCBM,93,MEDIUM
PQ Systems MEASUREspy,93,MEDIUM
Cadem CAPSMill,93,MEDIUM
MSC Software Nastran,93,MEDIUM
Novell eDirectory,93,MEDIUM
Adobe Flex,93,MEDIUM
Lucent VitalSuite,93,MEDIUM
Cadence Virtuoso Layout Suite,93,MEDIUM
Corporate Responsibility System Technologies Limited CRSTL Compliance Positioning System,93,MEDIUM
File server software,93,MEDIUM
Trigon Road Forte Leave Management,93,MEDIUM
Piping construction costs estimation software,93,MEDIUM
Circuit simulation software,93,MEDIUM
Decompilers,93,MEDIUM
Work inspection software,93,MEDIUM
Collaborative Application Markup Language CAML,93,MEDIUM
Defect tracking software,93,MEDIUM
Bargaining Power,93,MEDIUM
Canu,93,MEDIUM
Fundamental Objects foAudits,93,MEDIUM
PDS Vista,93,MEDIUM
Asset management software,93,MEDIUM
Income tax return preparation software,93,MEDIUM
Hewlett-Packard HP QuickTest Professional,93,MEDIUM
Finite element method FEM software,93,MEDIUM
Lawson ERP,93,MEDIUM
Prometheus,93,MEDIUM
Timing analysis software,93,MEDIUM
Simple Model of the Atmospheric Radiative Transfer of Sunshine SMARTS,93,MEDIUM
Relational database management system RDMS,93,MEDIUM
Digitizing and photogrammetric software,93,MEDIUM
Verification software,93,MEDIUM
IBM Middleware,93,MEDIUM
Static analysis software,93,MEDIUM
Anti-Trojan software,93,MEDIUM
RETScreen,93,MEDIUM
Paisley Cardmap,93,MEDIUM
Multi-router traffic grapher MRTG software,93,MEDIUM
Geometric Technologies CAMWorks,93,MEDIUM
AirMagnet Enterprise,93,MEDIUM
DM2 Bills of Lading,93,MEDIUM
OrangeHRM,93,MEDIUM
Intergraph SmartMarine 3D,93,MEDIUM
Application management software,93,MEDIUM
GATORS ANYWHERE,93,MEDIUM
Websense Data Loss Prevention,93,MEDIUM
Online database search and retrieval software,93,MEDIUM
Kismet,93,MEDIUM
Eclipse Jersey,93,MEDIUM
Solar Advisor Model,93,MEDIUM
Cadem CAPSTurn,93,MEDIUM
Index tuning software,93,MEDIUM
Boundary scan insertion software,93,MEDIUM
Cryptographic key management software,93,MEDIUM
Sprut Technology SprutCAM,93,MEDIUM
SoftPro real estate closing and title software,93,MEDIUM
ADP Super Report Writer,93,MEDIUM
Microsoft ESP SDK,93,MEDIUM
Grammarly Editor,93,MEDIUM
ABC Compiler,93,MEDIUM
Microsoft Dynamics SL,93,MEDIUM
Virus detection software,93,MEDIUM
Code generator software,93,MEDIUM
GraphQL,93,MEDIUM
Database capacity planning software,93,MEDIUM
UserZoom,93,MEDIUM
CQG Integrated Client,93,MEDIUM
IBM Rational Application Developer,93,MEDIUM
pandas,93,MEDIUM
SolTrace,93,MEDIUM
WhiteSmoke,93,MEDIUM
Virtual reality modeling language VRML software,93,MEDIUM
OmniRIM Records Management Suite,93,MEDIUM
Abacus Tax,93,MEDIUM
IONA Orbix,93,MEDIUM
Jekyll,93,MEDIUM
Dynamic host configuration protocol DHCP,93,MEDIUM
Radiological assessment display and control system RADACS,93,MEDIUM
Oracle Golden Gate,93,MEDIUM
Workbrain Time and Attendance,93,MEDIUM
Halogen eCompensation,93,MEDIUM
Apple DVD Studio Pro,93,MEDIUM
Redgate SQL Server,93,MEDIUM
ASG Technologies ASG-Zeke,93,MEDIUM
Manusoft Technologies IMOLD,93,MEDIUM
Microsoft Azure DevOps Services,93,MEDIUM
Object oriented programming software,93,MEDIUM
Turtle Creek Software Goldenseal (accounting feature),93,MEDIUM
Vitech Systems Group V3 Benefits Administration System,93,MEDIUM
Tanner EDA T-SPICE,93,MEDIUM
RequireJS,93,MEDIUM
CA eTrust,93,MEDIUM
Distributed component object model DCOM software,93,MEDIUM
MuleSoft software,93,MEDIUM
Tumbleweed SecureTransport,93,MEDIUM
Tekla software,93,MEDIUM
Place-and-route software,93,MEDIUM
Polycom RealPresence,93,MEDIUM
Programming language one PL/I,93,MEDIUM
Bentley WaterCAD,93,MEDIUM
CGI-AMS Strata,93,MEDIUM
Dun and Bradstreet Global DecisionMaker,93,MEDIUM
Bourne Shell,93,MEDIUM
MyFitnessPal,93,MEDIUM
Microsoft Windows Terminal Services Access Manager,93,MEDIUM
Snugg Home Snugg Pro,93,MEDIUM
First American Data Tree Parcel IQ,93,MEDIUM
Zend Framework,93,MEDIUM
Infor Global Solutions Starbuilder,93,MEDIUM
C shell,93,MEDIUM
Apache MXNet,93,MEDIUM
Maintenance management software,93,MEDIUM
Mac HelpMate,93,MEDIUM
Squeegee,93,MEDIUM
Network Instruments Observer Standard,93,MEDIUM
Symbolic debugger software,93,MEDIUM
Quality Systems International WinLIMS,93,MEDIUM
Bigloo Scheme,93,MEDIUM
Stac Software ReachOut,93,MEDIUM
Social networking software,93,MEDIUM
Client billing software,93,MEDIUM
Computerized physician order entry CPOE software,93,MEDIUM
IBM QRadar SIEM,93,MEDIUM
BNA Income Tax Planning Solutions,93,MEDIUM
Progress OpenEdge ABL,93,MEDIUM
MadCap Software MadCap Flare,93,MEDIUM
ERP INDUSTRIOS Material Planning,93,MEDIUM
WebFOCUS,93,MEDIUM
String oriented symbolic language SNOBOL,93,MEDIUM
Complementary-symmetry/metal-oxide semiconductor CMOS layout software,93,MEDIUM
McNeel Rhinoceros 3D,93,MEDIUM
Recovery audit software,93,MEDIUM
IBM Director,93,MEDIUM
ETAP,93,MEDIUM
Dynamic analysis software,93,MEDIUM
ViziFlow,93,MEDIUM
SimWindows,93,MEDIUM
Exact Software Macola ES,93,MEDIUM
Cisco Systems Cisco NetFlow Collection Engine,93,MEDIUM
Watson Wyatt Reward,93,MEDIUM
Symantec Endpoint Protection,93,MEDIUM
Soil Survey Geographic SSURGO,93,MEDIUM
Call center software,93,MEDIUM
Mixed code generator,93,MEDIUM
Rapid7 Nexpose,93,MEDIUM
Apache Avro,93,MEDIUM
Vero Software SMIRTsoftware,93,MEDIUM
National Instruments Compact FieldPoint System,93,MEDIUM
Ticket information tracking software,93,MEDIUM
Ultimate Software UltiPro,93,MEDIUM
NPKTools Comp Analytics,93,MEDIUM
MarkLogic,93,MEDIUM
IMSI Design DesignCAD,93,MEDIUM
dESCO ESC,93,MEDIUM
Altova MapForce,93,MEDIUM
Apache Flume,93,MEDIUM
Synopsys Taurus Medici,93,MEDIUM
Autodesk PowerMill,93,MEDIUM
DataMystic TextPipe Pro,93,MEDIUM
3D Systems GibbsCAM,93,MEDIUM
IBM ILOG,93,MEDIUM
Symantec PGP,93,MEDIUM
Norton AntiVirus,93,MEDIUM
Hewlett Packard QuickTest Professional,93,MEDIUM
Emerald Software Group Emerald Green Office,93,MEDIUM
General ledger software,93,MEDIUM
Micro Focus TestPartner,93,MEDIUM
Incident command system ICS software,93,MEDIUM
Vero Software ALPHACAM Milling,93,MEDIUM
Elite Minds RightWriter,93,MEDIUM
IEA Software Emerald,93,MEDIUM
Redi Enterprise Development Redi ERM,93,MEDIUM
ipconfig,93,MEDIUM
CCI NewsGate,93,MEDIUM
Wind River Systems VxWorks,93,MEDIUM
Xilinx Integrated Software Environment ISE,93,MEDIUM
SKILL FMEA software,93,MEDIUM
WinMerge,93,MEDIUM
Literature & Latte Scrivener,93,MEDIUM
EZ-CAM,93,MEDIUM
MicroFit HealthWizard,93,MEDIUM
EMC Smarts Network Protocol Manager,93,MEDIUM
Kentech Kipware T CNC,93,MEDIUM
Ascentis Employee Self-Service,93,MEDIUM
AcmeStudio,93,MEDIUM
Packet analyzers,93,MEDIUM
Micro Focus OpenView,93,MEDIUM
People-Trak HR Essentials,93,MEDIUM
Vantage Point Software HRA,93,MEDIUM
Tanium software,93,MEDIUM
Stratford Group INMASS/MRP,93,MEDIUM
Equifax Application Engine,93,MEDIUM
Paisley AutoAudit,93,MEDIUM
Hewlett-Packard HP WinRunner,93,MEDIUM
Amazon Web Services AWS CloudFormation,93,MEDIUM
OPNET APMXpert,93,MEDIUM
LogicVision icBIST,93,MEDIUM
Media storage management software,93,MEDIUM
DBTools Software DBManager Professional,93,MEDIUM
Quality Plans & Software HVAC Calculator,93,MEDIUM
Kareo Practice Management,93,MEDIUM
Fast Fourier transform FFT analysis software,93,MEDIUM
Johnson Controls Metasys,93,MEDIUM
Blackboard Collaborate,93,MEDIUM
Jitterbit,93,MEDIUM
CQ Press Political Reference Suite,93,MEDIUM
VMWare ESX Server,93,MEDIUM
Personal computer diagnostic software,93,MEDIUM
NPKTools CompXpert,93,MEDIUM
Coventor ARCHITECT3D,93,MEDIUM
Microsoft Office Mobile,93,MEDIUM
Jenark Business Systems,93,MEDIUM
Lumigent Entegra,93,MEDIUM
ANSYS LS-DYNA,93,MEDIUM
KLA-Tencor PROLITH,93,MEDIUM
Promium Element DataSystem LIMS,93,MEDIUM
Microsoft Dynamics NAV,93,MEDIUM
Rapid-I RapidMiner,93,MEDIUM
Energy-10,93,MEDIUM
Hardware description language HDL,93,MEDIUM
OmniMD PT./OT EHR,93,MEDIUM
Regulatory agency compliance software,93,MEDIUM
Cerner Millennium,93,MEDIUM
Computer intrusion detection systems,93,MEDIUM
CMake,93,MEDIUM
Couchbase Server,93,MEDIUM
Silver Peak,93,MEDIUM
Solutions Technology & Software HR Premier,93,MEDIUM
Enhanced Interior Gateway Routing Protocol EIGRP,93,MEDIUM
Rabbit Semiconductor Dynamic C,93,MEDIUM
Sparta Systems TrackWise,93,MEDIUM
NUnit,93,MEDIUM
McCabe Software TRUEchange,93,MEDIUM
Juniper Networks NetScreen-Security Manager,93,MEDIUM
Gerstco AAPBase,93,MEDIUM
Sorenson Media Sorenson Squeeze,93,MEDIUM
Client information databases,93,MEDIUM
Symantec Norton Utilities,93,MEDIUM
Palo Alto Networks Next-Generation Security Platform,93,MEDIUM
Tebis computer aided design software,93,MEDIUM
Alias Wavefront Design Studio,93,MEDIUM
CSC nbAccelerator,93,MEDIUM
Open Mind hyperMILL,93,MEDIUM
Credit and risk analysis software,93,MEDIUM
RamQuest Total Solution,93,MEDIUM
Lucidchart,93,MEDIUM
Cadence Schematic Composer,93,MEDIUM
Symantec Blue Coat Data Loss Prevention,93,MEDIUM
Microsoft Internet Information Services (IIS),93,MEDIUM
Bugzilla,93,MEDIUM
Red Hat Ansible Engine,93,MEDIUM
Augmint,93,MEDIUM
Style guide databases,93,MEDIUM
Keystroke monitoring software,93,MEDIUM
ifconfig,93,MEDIUM
Password cracker software,93,MEDIUM
ADi SmartBOL,93,MEDIUM
Vitera Healthcare Solutions Vitera Intergy,93,MEDIUM
Vebnet FIX&FLEX,93,MEDIUM
Brentmark Estate Planning Quickview,93,MEDIUM
Cisco Systems Wireless Control System WCS,93,MEDIUM
Grafana Labs Grafana Cloud,93,MEDIUM
100 Plus Hatch Pattern Library,93,MEDIUM
Mentor Graphics BSDArchitect,93,MEDIUM
Cloudera Impala,93,MEDIUM
IBM NetView,93,MEDIUM
Symantec Visual Cafe,93,MEDIUM
GO2cam,93,MEDIUM
Adobe Director,93,MEDIUM
Accountants Templates JAZZ-It!,93,MEDIUM
Nemetschek Vectorworks Spotlight,93,MEDIUM
NCR Advanced Checkout Solution,93,MEDIUM
PowerSoft PowerBuilder,93,MEDIUM
Law enforcement database software,93,MEDIUM
BeneXL Technologies Pension Administration System,93,MEDIUM
Embarcadero Delphi,93,MEDIUM
Calendar management software,93,MEDIUM
QNX,93,MEDIUM
Brightcove,93,MEDIUM
Delta Controls inteliWEB,93,MEDIUM
!Trak-it Solutions !Trak-it HR,93,MEDIUM
Mutation testing software,93,MEDIUM
KCD cabinet design software,93,MEDIUM
Life cycle assessment LCA software,93,MEDIUM
Interface Computers Data Loader,93,MEDIUM
TestNG,93,MEDIUM
Chinotec Technologies Paros,93,MEDIUM
Kentech PROTALK,93,MEDIUM
Bashen EEOSoft,93,MEDIUM
Amazon Data Pipeline,93,MEDIUM
Threaded code compiler,93,MEDIUM
Allscripts Professional EHR,93,MEDIUM
Low-level virtual machine LLVM compilers,93,MEDIUM
Progress OpenEdge Fathom Replication software,93,MEDIUM
InstallShield,93,MEDIUM
BLS Software Invoice!,93,MEDIUM
"Network, server and operating system optimization software",93,MEDIUM
PT Software Solutions PT Rental Assistant,93,MEDIUM
TrackPro Services TrackPro Manager,93,MEDIUM
MRO Audit Tracker,93,MEDIUM
DP Technology ESPRIT,93,MEDIUM
Quest SharePlex,93,MEDIUM
NOW Solutions emPath,93,MEDIUM
D'Arcangelo Galileo,93,MEDIUM
ASSET JTAG ScanWorks,93,MEDIUM
Intrusion prevention system IPS,93,MEDIUM
ICON programming language,93,MEDIUM
EBSCO Publishing Political Science Complete,93,MEDIUM
BQE Software ArchiOffice,93,MEDIUM
The Weatherization Assistant,93,MEDIUM
Ingenious ProPlan,93,MEDIUM
Aestiva Purchase Order,93,MEDIUM
Peopleclick PayStat,93,MEDIUM
Logical partition LPAR software,93,MEDIUM
ENERCALC FastFrame,93,MEDIUM
Oracle Enterprise Manager Cloud Control,93,MEDIUM
Thomson Reuters Risk Management,93,MEDIUM
Informatica Big Data,93,MEDIUM
Humanic Design Human Resources Management System,93,MEDIUM
3D graphics software,93,MEDIUM
MIR3 Intelligent Notification,93,MEDIUM
Invoice software,93,MEDIUM
MariaDB,93,MEDIUM
Kentech Kipware M CNC,93,MEDIUM
Secure shell SSH software,93,MEDIUM
Thomson PPC e-Tools Suite,93,MEDIUM
InterEnergy Software Building Energy Analyzer PRO,93,MEDIUM
Equifax software,93,MEDIUM
FitNesse,93,MEDIUM
Syborg Systems MicroTec,93,MEDIUM
NuView Systems NuViewHR,93,MEDIUM
UA Business Software Professional Edition,93,MEDIUM
Adobe InCopy,93,MEDIUM
Contour Storyteller,93,MEDIUM
SMSi Twister Data Integrator,93,MEDIUM
Consilience Software Maven Insurance Automation Suite,93,MEDIUM
Illumina Laboratory Information Management System LIMS,93,MEDIUM
Borland SilkTest,93,MEDIUM
SAP Replication Server,93,MEDIUM
General Atomic and Molecular Electronic Structure System GAMESS,93,MEDIUM
Siemens APOGEE Building Automation Software,93,MEDIUM
Corel WinZip,93,MEDIUM
American Association of Critical Care Nurses AACN Medicopeia,93,MEDIUM
Microsoft Visual Studio.NET,93,MEDIUM
Sage CPAClient Checkbook,93,MEDIUM
StatCom Patient Flow Logistics Enterprise Suite,93,MEDIUM
Creative Solutions UltraTax 1040,93,MEDIUM
Home Energy Efficient Design HEED,93,MEDIUM
Optical Research Associates LightTools,93,MEDIUM
MeteorJS,93,MEDIUM
Data Recovery Software SQL Server Data Recovery,93,MEDIUM
Automated auditors fraud detector software,93,MEDIUM
Smalltalk,93,MEDIUM
Softrax Revenue Management,93,MEDIUM
The Mathworks Control System Toolbox,93,MEDIUM
IBM Rational ClearCase,93,MEDIUM
Bootstrap,93,MEDIUM
RecoveryPlanner RPX,93,MEDIUM
Microsoft Mobile Explorer MME,93,MEDIUM
Summit Software Summit Biofuels Accounting,93,MEDIUM
BroadVision software,93,MEDIUM
Infobright Community Edition ICE,93,MEDIUM
Sage EDP Payroll Tax,93,MEDIUM
Microsoft Visual InterDev,93,MEDIUM
Synopsys HSIM,93,MEDIUM
Extensible stylesheet language XSL,93,MEDIUM
IRSIM,93,MEDIUM
Compris Advanced Manager's Workstation,93,MEDIUM
AIQ Systems TradingExpert Pro,93,MEDIUM
AWK,93,MEDIUM
Benchmark Systems Benchmark Clinical EHR,93,MEDIUM
Autodesk PowerShape,93,MEDIUM
Vero Software VISI,93,MEDIUM
Autodesk Architectural Desktop,93,MEDIUM
Quest Foglight,93,MEDIUM
Intel Integrated Performance Primitives,93,MEDIUM
Hypertherm ProNest,93,MEDIUM
Intel Data Migration Software,93,MEDIUM
Microsoft Windows Sysprep,93,MEDIUM
List processing language LISP,93,MEDIUM
TrueCrypt,93,MEDIUM
SystemVerilog,93,MEDIUM
Database design software,93,MEDIUM
Best MIP Fund Accounting,93,MEDIUM
Inspection Selection System ISS,93,MEDIUM
Microsoft Visual C# .NET,93,MEDIUM
Wide area network WAN optimization software,93,MEDIUM
American Printing House for the Blind Learn Keys,93,MEDIUM
Electronic train management systems ETMS,93,MEDIUM
Cool Roof Calculator,93,MEDIUM
IBM Informix,93,MEDIUM
IBM Tivoli software,93,MEDIUM
Performance Systems Development TREAT,93,MEDIUM
Field programmable gate array FPGA logic synthesis software,93,MEDIUM
Packet filter software,93,MEDIUM
nbtstat,93,MEDIUM
Maxon Cinema 4D,93,MEDIUM
MecSoft Corporation VisualTURN,93,MEDIUM
Facility Energy Decision Systems FEDS,93,MEDIUM
TrendTracker Compliance Solution,93,MEDIUM
PCI Express PCIe,93,MEDIUM
Accounting fraud detection software,93,MEDIUM
Microsoft Forefront Threat Management Gateway,93,MEDIUM
Cost accounting software,93,MEDIUM
Xilinx ModelSim,93,MEDIUM
Advanced Micro Systems 1099-Etc,93,MEDIUM
Management information base MIB software,93,MEDIUM
Berkeley Internet Domain Name BIND,93,MEDIUM
CAST SQL Builder,93,MEDIUM
Roundtable Software Advantage Accounting System,93,MEDIUM
Metalcam Fikus Visualcam,93,MEDIUM
Microsoft Hyper-V Server,93,MEDIUM
DataVision,93,MEDIUM
GeoPath CAD/CAM System,93,MEDIUM
Data logger software,93,MEDIUM
ZoomWare Screen Magnifier,93,MEDIUM
Acronis Recovery Expert,93,MEDIUM
Microsoft Defender Antivirus,93,MEDIUM
SpiritWorks Software Development Rental Property Tracker Plus,93,MEDIUM
Migration software,93,MEDIUM
Systems and applications migration software,93,MEDIUM
Test interpretation software,93,MEDIUM
Multiview Accounts Receivable,93,MEDIUM
Jenkins CI,93,MEDIUM
Computer forensic software,93,MEDIUM
McKesson Practice Plus,93,MEDIUM
"Yardi Systems Yardi Voyager Condo, Co-op, and HOA",93,MEDIUM
Adobe AIR,93,MEDIUM
Cisco Systems WAN Manager,93,MEDIUM
AcorynSystems Activity Based Costing/Management ABC/M,93,MEDIUM
HEC-RAS,93,MEDIUM
ReCrystallize Crystal Reports,93,MEDIUM
Email management software,93,MEDIUM
Stack smashing protection SSP software,93,MEDIUM
Lavalys Everest,93,MEDIUM
ATX Total Engagement Office,93,MEDIUM
Arkenstone Atlas Speaks,93,MEDIUM
Kentech machine shop software,93,MEDIUM
DaySmart Software Appointment-Plus,93,MEDIUM
Code munger software,93,MEDIUM
OpenAI ChatGPT,93,MEDIUM
SpectraQuest,93,MEDIUM
Landport Systems Landport,93,MEDIUM
Optical Physics Technologies SUN_CHART,93,MEDIUM
Content filter software,93,MEDIUM
Event scheduling software,93,MEDIUM
WizSoft WizWhy,93,MEDIUM
Vector database software,93,MEDIUM
JSTOR database,93,MEDIUM
CAzM,93,MEDIUM
PySpark,93,MEDIUM
myWriterTools,93,MEDIUM
Medscribbler Enterprise,93,MEDIUM
WriteWay Pro,93,MEDIUM
The Nutrition Company FoodWorks,93,MEDIUM
Geomechanical design analysis GDA software,93,MEDIUM
Preactor APS,93,MEDIUM
WizSoft WizRule,93,MEDIUM
Oracle Application Server,93,MEDIUM
Facility use software,93,MEDIUM
Corel Presentation,93,MEDIUM
Metasploit,93,MEDIUM
Virtual local area network management software,93,MEDIUM
BenefitFocus HR in Touch,93,MEDIUM
Axistive BigShot Screen Magnifier,93,MEDIUM
Colasoft Capsa Enterprise,93,MEDIUM
Mentor Graphics Calibre,93,MEDIUM
Internet search engine software,93,MEDIUM
Travis,93,MEDIUM
Asure Software HCM,93,MEDIUM
McAfee VirusScan,93,MEDIUM
Grails,93,MEDIUM
Vero Software ALPHACAM Turning,93,MEDIUM
Resource and patient management system RPMS patient registration software,93,MEDIUM
SAP PowerDesigner,93,MEDIUM
Lynchval Systems Lvadmin,93,MEDIUM
CSC Elmer,93,MEDIUM
Labvantage Solutions LIMS,93,MEDIUM
Patient management software,93,MEDIUM
Energy Efficient Rehab Advisor,93,MEDIUM
Graphical user interface GUI builder software,93,MEDIUM
B-Method,93,MEDIUM
PuTTY,93,MEDIUM
Restructured extended executor REXX,93,MEDIUM
Session Initiation Protocol SIP,93,MEDIUM
Open Mind Software hyperMILL,93,MEDIUM
Motion analysis software,93,MEDIUM
Enercom Energy Depot for Homes,93,MEDIUM
MYOB BusinessEssentials,93,MEDIUM
Web service definition language WDSL,93,MEDIUM
Design-for-testability DFT insertion software,93,MEDIUM
Lead Business Analyzer,93,MEDIUM
Greenhills Ada compilers,93,MEDIUM
Microwind Dsch,93,MEDIUM
Post-processor software,93,MEDIUM
Network and system vulnerability assessment software,93,MEDIUM
Mentor Graphics LeonardoSpectrum,93,MEDIUM
GE Healthcare Centricity Practice Solution,93,MEDIUM
Redis,93,MEDIUM
Autodesk Softdesk,93,MEDIUM
BNA Sales and Use Tax Rates and Forms,93,MEDIUM
Disk operating system DOS,93,MEDIUM
Magma Design Automation Blast FPGA,93,MEDIUM
Fixed-assets depreciation software,93,MEDIUM
Beige Bag Software B2 Spice,93,MEDIUM
Consultants in Data Processing HRnet,93,MEDIUM
JustSystems XMetaL,93,MEDIUM
Synopsys Design Compiler,93,MEDIUM
Maintenance scheduling software,93,MEDIUM
Data input software,93,MEDIUM
Equifax InterConnect,93,MEDIUM
IDMS Account Ability,93,MEDIUM
Realm Business Solutions INSIGHT for ARGUS,93,MEDIUM
Property Boulevard,93,MEDIUM
Text to speech software,93,MEDIUM
Star Software Fixed Asset Depreciation,93,MEDIUM
Intuit ProSeries,93,MEDIUM
Aruba Networks AirWave,93,MEDIUM
Data acquisition software,93,MEDIUM
QualCorp FormsPlus,93,MEDIUM
Hydrological modeling software,93,MEDIUM
Wise Solutions Wise for Windows Installer,93,MEDIUM
Experian Quest,93,MEDIUM
Relational database management system software,93,MEDIUM
Aurora HelioScope,93,MEDIUM
Network traffic flow monitoring and analysis software,93,MEDIUM
Oracle Manufacturing Scheduling,93,MEDIUM
IBM Terraform,93,MEDIUM
Microsoft Office Outlook,93,MEDIUM
Catalog navigation software,93,MEDIUM
LogMatrix NerveCenter,93,MEDIUM
SolidCAM CAM software,93,MEDIUM
Jenss & Associates CompKeeper,93,MEDIUM
Ansys Fluent,93,MEDIUM
Triple Point Commodity XL,93,MEDIUM
Humanic Design Employmee Self-Service,93,MEDIUM
Computer On-line Real-time Applications Language CORAL 66,93,MEDIUM
Congruity Technologies Inspector,93,MEDIUM
Interwave Technology RS Bizware Scheduler,93,MEDIUM
Bentley Systems ProjectWise,93,MEDIUM
Artifice DesignWorkshop,93,MEDIUM
PTC Arbortext,93,MEDIUM
Multiprotocol Label Switching MPLS,93,MEDIUM
American Sign Language ASL browser,93,MEDIUM
Auxillium West HRnetSource,93,MEDIUM
Apache JMeter,93,MEDIUM
Microsoft Silverlight,93,MEDIUM
"Network modeling, mapping, and analysis software",93,MEDIUM
Packet tracing software,93,MEDIUM
Digital analysis tests and statistics DATAS for Excel,93,MEDIUM
Link encryption software,93,MEDIUM
Borland Paradox,93,MEDIUM
Sage BusinessWorks,93,MEDIUM
Systems and application deployment and migration software,93,MEDIUM
Help desk software,93,MEDIUM
Kentech Kipware Trig Kalculator,93,MEDIUM
Datamatics V-Core HR,93,MEDIUM
Anti-phishing software,93,MEDIUM
Polaris parallelizing compilers,93,MEDIUM
Dartware InterMapper,93,MEDIUM
CaseWare Working Papers,93,MEDIUM
Records management software,93,MEDIUM
CEBOS MQ1 software,93,MEDIUM
Sage 100 ERP,93,MEDIUM
Magellan Firmware,93,MEDIUM
VUE Compensation Management,93,MEDIUM
Microsoft ActiveSync,93,MEDIUM
AEC Design Group CADPIPE,93,MEDIUM
COADE CAESAR II,93,MEDIUM
Anodas Software Limited Phoenix,93,MEDIUM
Sageworks ProfitCents,93,MEDIUM
Mastercam computer-aided design and manufacturing software,93,MEDIUM
IBM Tivoli NetView Distribution Manager,93,MEDIUM
Siemens Solid Edge,93,MEDIUM
Boundary survey software,93,MEDIUM
CA Technologies ERWin Data Modeler,93,MEDIUM
Watson Wyatt Global Grading System,93,MEDIUM
Network design software,93,MEDIUM
Actuarial Systems Corporation AIM,93,MEDIUM
Thomson GoSystem Tax,93,MEDIUM
Piping and instrumentation design PID software,93,MEDIUM
Intellitax financial solutions software,93,MEDIUM
ESRI ArcSDE,93,MEDIUM
Citrix XenApp,93,MEDIUM
VMWare Workstation,93,MEDIUM
Alerton Ascent Compass,93,MEDIUM
Tenable Nessus,93,MEDIUM
Compilers,93,MEDIUM
Maintenance reporting software,93,MEDIUM
Autodesk Inventor,93,MEDIUM
Autodesk 3ds Max Design,93,MEDIUM
SharpCam Ltd. SharpCam,93,MEDIUM
PipingOffice,93,MEDIUM
The MathWorks Signal Processing Toolbox,93,MEDIUM
Accurate NXG,93,MEDIUM
SS&C Technologies Skyline Property Management,93,MEDIUM
Compu-Cal Nutrition Assistant,93,MEDIUM
Just So Software The Property Manager,93,MEDIUM
